Time,Entropy(log2)
5.811623246492986006e+00,1.000969099826917619e+00
5.851703406813626884e+00,1.015138260403092296e+00
5.891783567134268651e+00,1.026913677612393272e+00
5.931863727454909530e+00,1.036136021978144583e+00
5.971943887775551296e+00,1.042745079071585090e+00
6.012024048096192175e+00,1.046782065619699775e+00
6.052104208416833053e+00,1.048390314156532943e+00
6.092184368737474820e+00,1.047805365800948740e+00
6.132264529058115698e+00,1.045343551405722771e+00
6.172344689378757465e+00,1.041381421007631314e+00
6.212424849699398344e+00,1.036341335569843425e+00
6.252505010020040110e+00,1.030661335300715908e+00
6.292585170340680989e+00,1.024776110117155303e+00
6.332665330661322756e+00,1.019093329325075459e+00
6.372745490981963634e+00,1.013974241537753285e+00
6.412825651302604513e+00,1.009715759214546482e+00
6.452905811623246279e+00,1.006541406456407550e+00
6.492985971943887158e+00,1.004591998707966338e+00
6.533066132264528925e+00,1.003923682069928214e+00
6.573146292585169803e+00,1.004514153075888316e+00
6.613226452905811570e+00,1.006270762398428165e+00
6.653306613226452448e+00,1.009044821953791971e+00
6.693386773547094215e+00,1.012644965786571039e+00
6.733466933867735094e+00,1.016857761801068794e+00
6.773547094188376860e+00,1.021460415022398038e+00
6.813627254509017739e+00,1.026237650087839626e+00
6.853707414829658617e+00,1.030993710623762549e+00
6.893787575150300384e+00,1.035561965720880773e+00
6.933867735470941263e+00,1.039811021893704446e+00
6.973947895791583029e+00,1.043648885043843455e+00
7.014028056112223908e+00,1.047024087318861207e+00
7.054108216432865675e+00,1.049922932920805962e+00
7.094188376753506553e+00,1.052367422935595709e+00
7.134268537074148320e+00,1.054412617554804754e+00
7.174348697394789198e+00,1.056141775469945365e+00
7.214428857715430965e+00,1.057662294619408305e+00
7.254509018036071843e+00,1.059103112775800160e+00
7.294589178356712722e+00,1.060612226356161036e+00
7.334669338677354489e+00,1.062353160505124627e+00
7.374749498997995367e+00,1.064500892069232041e+00
7.414829659318637134e+00,1.067240839352850745e+00
7.454909819639278012e+00,1.070762720839007143e+00
7.494989979959919779e+00,1.075255213050010816e+00
7.535070140280560658e+00,1.080898175765655944e+00
7.575150300601202424e+00,1.087854864612305184e+00
7.615230460921843303e+00,1.096262644346956749e+00
7.655310621242485070e+00,1.106221938148608919e+00
7.695390781563125948e+00,1.117787667407780905e+00
7.735470941883766827e+00,1.130959260318172177e+00
7.775551102204408593e+00,1.145674837890424458e+00
7.815631262525049472e+00,1.161807867463577004e+00
7.855711422845691239e+00,1.179166117197848251e+00
7.895791583166332117e+00,1.197493999248773866e+00
7.935871743486973884e+00,1.216479838804806590e+00
7.975951903807614762e+00,1.235766011460311287e+00
8.016032064128255641e+00,1.254961685007097705e+00
8.056112224448897408e+00,1.273658017989456104e+00
8.096192384769539174e+00,1.291446105191648375e+00
8.136272545090179165e+00,1.307934964950409507e+00
8.176352705410820931e+00,1.322767402022586580e+00
8.216432865731462698e+00,1.335638427979774168e+00
8.256513026052104465e+00,1.346308375665136170e+00
8.296593186372744455e+00,1.354615691724012194e+00
8.336673346693386222e+00,1.360484598235871090e+00
8.376753507014027988e+00,1.363931622247060105e+00
8.416833667334669755e+00,1.365060121735710119e+00
8.456913827655309746e+00,1.364061328422583763e+00
8.496993987975951512e+00,1.361201411116227833e+00
8.537074148296593279e+00,1.356807063079811915e+00
8.577154308617233269e+00,1.351249125602922208e+00
8.617234468937875036e+00,1.344922878098427255e+00
8.657314629258516803e+00,1.338223955761318917e+00
8.697394789579158569e+00,1.331525574175290050e+00
8.737474949899798560e+00,1.325162432140412516e+00
8.777555110220440326e+00,1.319410709225961043e+00
8.817635270541082093e+00,1.314479067452519523e+00
8.857715430861723860e+00,1.310498624268721546e+00
8.897795591182363850e+00,1.307531275607076493e+00
8.937875751503005617e+00,1.305567851396577383e+00
8.977955911823647384e+00,1.304542305076002107e+00
9.018036072144287374e+00,1.304343448776412284e+00
9.058116232464929141e+00,1.304828307569870560e+00
9.098196392785570907e+00,1.305836916876716547e+00
9.138276553106212674e+00,1.307205127605763240e+00
9.178356713426852664e+00,1.308777250844417539e+00
9.218436873747494431e+00,1.310413148538965844e+00
9.258517034068136198e+00,1.311995881922872309e+00
9.298597194388777964e+00,1.313435737523547697e+00
9.338677354709417955e+00,1.314671678982777259e+00
9.378757515030059722e+00,1.315670306710425175e+00
9.418837675350701488e+00,1.316425387157978077e+00
9.458917835671341479e+00,1.316954209021053313e+00
9.498997995991983245e+00,1.317297607960442596e+00
9.539078156312625012e+00,1.317515644629573268e+00
9.579158316633266779e+00,1.317686666976749077e+00
9.619238476953906769e+00,1.317904449739180750e+00
9.659318637274548536e+00,1.318279410925726980e+00
9.699398797595190302e+00,1.318936265720433321e+00
9.739478957915832069e+00,1.320012284614420883e+00
9.779559118236472059e+00,1.321654973089680052e+00
9.819639278557113826e+00,1.324018847178769720e+00
9.859719438877755593e+00,1.327261012621722580e+00
9.899799599198395583e+00,1.331533196222766557e+00
9.939879759519037350e+00,1.336975489072350420e+00
9.979959919839679117e+00,1.343705722197334085e+00
1.002004008016032088e+01,1.351809929256621690e+00
1.006012024048096087e+01,1.361333955435471754e+00
1.010020040080160264e+01,1.372275697602063360e+00
1.014028056112224441e+01,1.384579096671797904e+00
1.018036072144288617e+01,1.398130358662855510e+00
1.022044088176352616e+01,1.412759603695985078e+00
1.026052104208416793e+01,1.428242179083002439e+00
1.030060120240480970e+01,1.444306987720854529e+00
1.034068136272544969e+01,1.460642207622407263e+00
1.038076152304609145e+01,1.476906758033526001e+00
1.042084168336673322e+01,1.492742995373149029e+00
1.046092184368737499e+01,1.507790339843738670e+00
1.050100200400801498e+01,1.521698609544429148e+00
1.054108216432865675e+01,1.534142742932258052e+00
1.058116232464929851e+01,1.544838364165702860e+00
1.062124248496994028e+01,1.553553990553687036e+00
1.066132264529058027e+01,1.560119550238698638e+00
1.070140280561122204e+01,1.564438571067359396e+00
1.074148296593186380e+01,1.566490926142147133e+00
1.078156312625250379e+01,1.566334714013038587e+00
1.082164328657314556e+01,1.564104465413317824e+00
1.086172344689378733e+01,1.560005026375008041e+00
1.090180360721442909e+01,1.554302657184709391e+00
1.094188376753506908e+01,1.547310787218039829e+00
1.098196392785571085e+01,1.539376249115625761e+00
1.102204408817635262e+01,1.530860735617018076e+00
1.106212424849699438e+01,1.522122848448293819e+00
1.110220440881763437e+01,1.513498166927482735e+00
1.114228456913827614e+01,1.505285737306669036e+00
1.118236472945891791e+01,1.497732395932288130e+00
1.122244488977955790e+01,1.491021543413113770e+00
1.126252505010019966e+01,1.485272596392416045e+00
1.130260521042084143e+01,1.480537212095454302e+00
1.134268537074148320e+01,1.476805141128971544e+00
1.138276553106212319e+01,1.474013971143211199e+00
1.142284569138276495e+01,1.472058270507820454e+00
1.146292585170340672e+01,1.470806558879955928e+00
1.150300601202404849e+01,1.470111207692698763e+00
1.154308617234468848e+01,1.469821650999165286e+00
1.158316633266533024e+01,1.469796513076814914e+00
1.162324649298597201e+01,1.469912222190782547e+00
1.166332665330661200e+01,1.470068774066968453e+00
1.170340681362725377e+01,1.470192887368491963e+00
1.174348697394789554e+01,1.470241031157981437e+00
1.178356713426853730e+01,1.470199611437161602e+00
1.182364729458917729e+01,1.470082082614554420e+00
1.186372745490981906e+01,1.469927083652818656e+00
1.190380761523046083e+01,1.469794486487430607e+00
1.194388777555110259e+01,1.469763965813841500e+00
1.198396793587174258e+01,1.469929847685834012e+00
1.202404809619238435e+01,1.470397972665679287e+00
1.206412825651302612e+01,1.471283098595791206e+00
1.210420841683366611e+01,1.472704309211157803e+00
1.214428857715430787e+01,1.474785487144919527e+00
1.218436873747494964e+01,1.477648474470090179e+00
1.222444889779559141e+01,1.481409844808701193e+00
1.226452905811623140e+01,1.486175761558670372e+00
1.230460921843687316e+01,1.492037590007105008e+00
1.234468937875751493e+01,1.499064032686643122e+00
1.238476953907815670e+01,1.507295240290586147e+00
1.242484969939879669e+01,1.516737119007361745e+00
1.246492985971943845e+01,1.527357391679306842e+00
1.250501002004008022e+01,1.539081176751726510e+00
1.254509018036072021e+01,1.551790100738490219e+00
1.258517034068136198e+01,1.565323965595876610e+00
1.262525050100200374e+01,1.579479824950759337e+00
1.266533066132264551e+01,1.594017483986742478e+00
1.270541082164328550e+01,1.608665176409284747e+00
1.274549098196392727e+01,1.623131197307285500e+00
1.278557114228456904e+01,1.637115097220089188e+00
1.282565130260520903e+01,1.650319445815208841e+00
1.286573146292585079e+01,1.662458583582385074e+00
1.290581162324649256e+01,1.673271550525364804e+00
1.294589178356713433e+01,1.682529995836231640e+00
1.298597194388777432e+01,1.690049291790973740e+00
1.302605210420841608e+01,1.695694903787944519e+00
1.306613226452905785e+01,1.699388300026277721e+00
1.310621242484969962e+01,1.701111412875996765e+00
1.314629258517033961e+01,1.700908752485903008e+00
1.318637274549098137e+01,1.698886126825975618e+00
1.322645290581162314e+01,1.695206050757180005e+00
1.326653306613226313e+01,1.690082299783115971e+00
1.330661322645290490e+01,1.683771715270862668e+00
1.334669338677354666e+01,1.676562748635645805e+00
1.338677354709418843e+01,1.668760739546004013e+00
1.342685370741482842e+01,1.660677097160223603e+00
1.346693386773547019e+01,1.652613540367073641e+00
1.350701402805611195e+01,1.644849163638871792e+00
1.354709418837675372e+01,1.637624505572237821e+00
1.358717434869739371e+01,1.631139809712913946e+00
1.362725450901803548e+01,1.625540946796806052e+00
1.366733466933867724e+01,1.620920760621906487e+00
1.370741482965931723e+01,1.617315422262612490e+00
1.374749498997995900e+01,1.614712621988416252e+00
1.378757515030060077e+01,1.613055601864690658e+00
1.382765531062124253e+01,1.612251561045223047e+00
1.386773547094188253e+01,1.612181340471295021e+00
1.390781563126252429e+01,1.612710763141423920e+00
1.394789579158316606e+01,1.613700802333238427e+00
1.398797595190380783e+01,1.615015610225970955e+00
1.402805611222444782e+01,1.616530731824483480e+00
1.406813627254508958e+01,1.618141684446029016e+00
1.410821643286573135e+01,1.619766514488252485e+00
1.414829659318637134e+01,1.621347485613010564e+00
1.418837675350701311e+01,1.622856127286570915e+00
1.422845691382765487e+01,1.624291568872187064e+00
1.426853707414829664e+01,1.625681100688554093e+00
1.430861723446893663e+01,1.627077110397319171e+00
1.434869739478957840e+01,1.628556959734154708e+00
1.438877755511022016e+01,1.630220132133791466e+00
1.442885771543086193e+01,1.632183489853059610e+00
1.446893787575150192e+01,1.634577732786341331e+00
1.450901803607214369e+01,1.637539597279000336e+00
1.454909819639278545e+01,1.641210519125724243e+00
1.458917835671342544e+01,1.645727348100911813e+00
1.462925851703406721e+01,1.651216106557019447e+00
1.466933867735470898e+01,1.657783406631446521e+00
1.470941883767535074e+01,1.665508296686677436e+00
1.474949899799599073e+01,1.674436388288518707e+00
1.478957915831663250e+01,1.684570819076931958e+00
1.482965931863727427e+01,1.695867155725225395e+00
1.486973947895791603e+01,1.708230916764376550e+00
1.490981963927855602e+01,1.721518314199849797e+00
1.494989979959919779e+01,1.735537104200660208e+00
1.498997995991983956e+01,1.750052528840868815e+00
1.503006012024047955e+01,1.764794687901437120e+00
1.507014028056112132e+01,1.779470925040021578e+00
1.511022044088176308e+01,1.793773855806216844e+00
1.515030060120240485e+01,1.807397051486528960e+00
1.519038076152304484e+01,1.820045903540863597e+00
1.523046092184368661e+01,1.831449792794549669e+00
1.527054108216432837e+01,1.841373631914912989e+00
1.531062124248497014e+01,1.849626393879373776e+00
1.535070140280561013e+01,1.856068778257188745e+00
1.539078156312625190e+01,1.860615081803202120e+00
1.543086172344689366e+01,1.863239002765140429e+00
1.547094188376753365e+01,1.863971246386080249e+00
1.551102204408817542e+01,1.862898955410219104e+00
1.555110220440881719e+01,1.860158582364236368e+00
1.559118236472945895e+01,1.855935715710449241e+00
1.563126252505009894e+01,1.850453859794126465e+00
1.567134268537074071e+01,1.843968048572692142e+00
1.571142284569138248e+01,1.836750545381095501e+00
1.575150300601202424e+01,1.829085862444661092e+00
1.579158316633266423e+01,1.821256045406029367e+00
1.583166332665330600e+01,1.813530689914293337e+00
1.587174348697394777e+01,1.806153166330923820e+00
1.591182364729458776e+01,1.799335619030933309e+00
1.595190380761522952e+01,1.793248647697471831e+00
1.599198396793587129e+01,1.788015140617504439e+00
1.603206412825651128e+01,1.783710983732547328e+00
1.607214428857715305e+01,1.780365594722048916e+00
1.611222444889779482e+01,1.777965200439684201e+00
1.615230460921843658e+01,1.776457490415886964e+00
1.619238476953907835e+01,1.775761465517258886e+00
1.623246492985972012e+01,1.775772530968377394e+00
1.627254509018035833e+01,1.776374937742766447e+00
1.631262525050100010e+01,1.777447039040967125e+00
1.635270541082164186e+01,1.778869753643916640e+00
1.639278557114228363e+01,1.780531349176610378e+00
1.643286573146292540e+01,1.782337663720405363e+00
1.647294589178356716e+01,1.784213069022062781e+00
1.651302605210420893e+01,1.786102931457192122e+00
1.655310621242485070e+01,1.787978134673607444e+00
1.659318637274548891e+01,1.789835571923113600e+00
1.663326653306613068e+01,1.791698295486122694e+00
1.667334669338677244e+01,1.793611743694303540e+00
1.671342685370741421e+01,1.795648097081233852e+00
1.675350701402805598e+01,1.797899484687832672e+00
1.679358717434869774e+01,1.800476316058536863e+00
1.683366733466933951e+01,1.803500983535583080e+00
1.687374749498997772e+01,1.807105304213287855e+00
1.691382765531061949e+01,1.811421182137401775e+00
1.695390781563126126e+01,1.816572513897945607e+00
1.699398797595190302e+01,1.822669926721567135e+00
1.703406813627254479e+01,1.829801929541103211e+00
1.707414829659318656e+01,1.838027360356751405e+00
1.711422845691382832e+01,1.847365078582860809e+00
1.715430861723446654e+01,1.857794272518293210e+00
1.719438877755510831e+01,1.869247066113244093e+00
1.723446893787575007e+01,1.881610189327554750e+00
1.727454909819639184e+01,1.894722066522253279e+00
1.731462925851703361e+01,1.908381763417006827e+00
1.735470941883767537e+01,1.922352026996504870e+00
1.739478957915831714e+01,1.936366315822091400e+00
1.743486973947895891e+01,1.950140992828331754e+00
1.747494989979959712e+01,1.963386086950243081e+00
1.751503006012023889e+01,1.975817169820798469e+00
1.755511022044088065e+01,1.987165137485520372e+00
1.759519038076152242e+01,1.997190230018919266e+00
1.763527054108216419e+01,2.005689987046900491e+00
1.767535070140280595e+01,2.012508142869057437e+00
1.771543086172344772e+01,2.017536119407368655e+00
1.775551102204408593e+01,2.020723118023305176e+00
1.779559118236472770e+01,2.022072347995603092e+00
1.783567134268536947e+01,2.021641330704500472e+00
1.787575150300601123e+01,2.019537572558875560e+00
1.791583166332665300e+01,2.015916435261940531e+00
1.795591182364729477e+01,2.010971796595890204e+00
1.799599198396793653e+01,2.004927098595842505e+00
1.803607214428857475e+01,1.998029113509081300e+00
1.807615230460921651e+01,1.990538012885642694e+00
1.811623246492985828e+01,1.982717351502255365e+00
1.815631262525050005e+01,1.974822337012974494e+00
1.819639278557114181e+01,1.967093135308020324e+00
1.823647294589178358e+01,1.959744648012059276e+00
1.827655310621242535e+01,1.952959894766383320e+00
1.831663326653306711e+01,1.946881541781765979e+00
1.835671342685370533e+01,1.941611355329222910e+00
1.839679358717434710e+01,1.937206571580408321e+00
1.843687374749498886e+01,1.933681922745561721e+00
1.847695390781563063e+01,1.931013025755763612e+00
1.851703406813627240e+01,1.929145190693745571e+00
1.855711422845691416e+01,1.927998633071375645e+00
1.859719438877755593e+01,1.927475372700266920e+00
1.863727454909819414e+01,1.927470914238387456e+00
1.867735470941883591e+01,1.927878786564374503e+00
1.871743486973947768e+01,1.928597498033853164e+00
1.875751503006011944e+01,1.929536903677728121e+00
1.879759519038076121e+01,1.930620000725836949e+00
1.883767535070140298e+01,1.931789744226575234e+00
1.887775551102204474e+01,1.933007584389844880e+00
1.891783567134268296e+01,1.934254170318418842e+00
1.895791583166332472e+01,1.935532301059305516e+00
1.899799599198396649e+01,1.936866034185515284e+00
1.903807615230460826e+01,1.938300071507475852e+00
1.907815631262525002e+01,1.939896512201215728e+00
1.911823647294589179e+01,1.941735221114366583e+00
1.915831663326653356e+01,1.943911870234493744e+00
1.919839679358717532e+01,1.946533963034799752e+00
1.923847695390781354e+01,1.949716692053489409e+00
1.927855711422845530e+01,1.953577721209794671e+00
1.931863727454909707e+01,1.958229787698960056e+00
1.935871743486973884e+01,1.963776408103584670e+00
1.939879759519038060e+01,1.970301545381248687e+00
1.943887775551102237e+01,1.977860125007028902e+00
1.947895791583166414e+01,1.986475246434005859e+00
1.951903807615230235e+01,1.996128840508746727e+00
1.955911823647294412e+01,2.006756631969462745e+00
1.959919839679358589e+01,2.018246235396676358e+00
1.963927855711422765e+01,2.030439887286083600e+00
1.967935871743486942e+01,2.043136208686213262e+00
1.971943887775551119e+01,2.056096192029594150e+00
1.975951903807615295e+01,2.069053374971235648e+00
1.979959919839679117e+01,2.081726134927591065e+00
1.983967935871743293e+01,2.093827845689381295e+00
1.987975951903807470e+01,2.105076584526124339e+00
1.991983967935871647e+01,2.115211953606351170e+00
1.995991983967935823e+01,2.124002464262595868e+00
2.000000000000000000e+01,2.131256750813861345e+00
