Time,Entropy(log2)
1.919839679358717532e+01,3.055650286711043773e+00
1.923847695390781354e+01,3.052485008337098904e+00
1.927855711422845530e+01,3.049538771479307631e+00
1.931863727454909707e+01,3.046864282312866212e+00
1.935871743486973884e+01,3.044506905178370637e+00
1.939879759519038060e+01,3.042506222986614883e+00
1.943887775551102237e+01,3.040895159194686670e+00
1.947895791583166414e+01,3.039699098074008621e+00
1.951903807615230235e+01,3.038934437011951761e+00
1.955911823647294412e+01,3.038607883343741545e+00
1.959919839679358589e+01,3.038714262947138423e+00
1.963927855711422765e+01,3.039234473015254068e+00
1.967935871743486942e+01,3.040134392892241966e+00
1.971943887775551119e+01,3.041365231280089176e+00
1.975951903807615295e+01,3.042863409873692859e+00
1.979959919839679117e+01,3.044551030051908747e+00
1.983967935871743293e+01,3.046340495765607503e+00
1.987975951903807470e+01,3.048139100959596171e+00
1.991983967935871647e+01,3.049853974540453372e+00
1.995991983967935823e+01,3.051395545672685117e+00
2.000000000000000000e+01,3.052686818142937852e+00
