# time correlation overlap_with_initial
0.000000000000000000e+00 -7.647058823529411242e-01 1.000000000000000000e+00
4.008016032064128098e-02 -7.622507290680717862e-01 9.856428368442178289e-01
8.016032064128256196e-02 -7.549058638031000967e-01 9.437569336407088949e-01
1.202404809619238429e-01 -7.427331173117904806e-01 8.777428156409157189e-01
1.603206412825651239e-01 -7.258358622384595282e-01 7.927752694668075417e-01
2.004008016032063910e-01 -7.043587567214454337e-01 6.951513646796795287e-01
2.404809619238476859e-01 -6.784879306948891076e-01 5.915430978142851570e-01
2.805611222444889807e-01 -6.484506651646934072e-01 4.882699245660575005e-01
3.206412825651302478e-01 -6.145151617502507824e-01 3.907004590973540692e-01
3.607214428857715149e-01 -5.769899542491688793e-01 3.028538338188604961e-01
4.008016032064127820e-01 -5.362227341220758836e-01 2.272314684297325749e-01
4.408817635270541047e-01 -4.925992720673548209e-01 1.648663252175578131e-01
4.809619238476953718e-01 -4.465408567711255383e-01 1.155416299823603526e-01
5.210420841683366389e-01 -3.985024463580158494e-01 7.811382877011492643e-02
5.611222444889779615e-01 -3.489684226271637102e-01 5.086906790823964714e-02
6.012024048096191731e-01 -2.984497107613911515e-01 3.185440678776629841e-02
6.412825651302604957e-01 -2.474777792120664843e-01 1.914310171687156129e-02
6.813627254509018183e-01 -1.966005553879881518e-01 1.101486421206237555e-02
7.214428857715430299e-01 -1.463748802588155096e-01 6.052038534213359348e-03
7.615230460921843525e-01 -9.736119622321183498e-02 3.165218765414663966e-03
8.016032064128255641e-01 -5.011495118871045484e-02 1.569843168473630248e-03
8.416833667334668867e-01 -5.180222292026830620e-03 7.350186751868887551e-04
8.817635270541082093e-01 3.691919717186691735e-02 3.231037942279115600e-04
9.218436873747494209e-01 7.568686942620282687e-02 1.324368064819440968e-04
9.619238476953907435e-01 1.106620875550974742e-01 5.017548781618276596e-05
1.002004008016031955e+00 1.414270260002877255e-01 1.736775697052381147e-05
1.042084168336673278e+00 1.676138287453539655e-01 5.404596660625796467e-06
1.082164328657314600e+00 1.889109817319836182e-01 1.476398741518329475e-06
1.122244488977955923e+00 2.050685376730559673e-01 3.407673036650676226e-07
1.162324649298597246e+00 2.159028349212025466e-01 6.199289194614728299e-08
1.202404809619238346e+00 2.212994526170554976e-01 7.629510875054193898e-09
1.242484969939879669e+00 2.212155669426684457e-01 3.831365013480769790e-10
1.282565130260520991e+00 2.156804342981987477e-01 4.082814366912634703e-12
1.322645290581162314e+00 2.047949652031391954e-01 1.682430285386095330e-11
1.362725450901803637e+00 1.887297581075140784e-01 4.138944691833099065e-14
1.402805611222444737e+00 1.677218392191300311e-01 1.289450599318162318e-11
1.442885771543086060e+00 1.420704797243498296e-01 2.609564298738556127e-11
1.482965931863727382e+00 1.121314420236252385e-01 1.596124693689895506e-11
1.523046092184368705e+00 7.831097624589589135e-02 5.052327564365001826e-13
1.563126252505010028e+00 4.105826989036866909e-02 1.531533009644630041e-11
1.603206412825651128e+00 8.581142110987452455e-04 7.817519312355143713e-11
1.643286573146292451e+00 -4.177749160562627823e-02 1.677139545202729302e-10
1.683366733466933773e+00 -8.631744844430842833e-02 2.304615928904235202e-10
1.723446893787575096e+00 -1.322198189685224456e-01 2.170289817271299111e-10
1.763527054108216419e+00 -1.789400690285438966e-01 1.264996420392837535e-10
1.803607214428857741e+00 -2.259383785127289934e-01 2.438045217874069574e-11
1.843687374749498842e+00 -2.726873652528269409e-01 1.162963868383769152e-11
1.883767535070140164e+00 -3.186778735383035133e-01 1.575727996050722770e-10
1.923847695390781487e+00 -3.634256278012281127e-01 4.418039788566021064e-10
1.963927855711422810e+00 -4.064752140742466380e-01 7.506124465502942422e-10
2.004008016032063910e+00 -4.474052760349326308e-01 9.376750236111299184e-10
2.044088176352705233e+00 -4.858306955870903554e-01 9.112302041815048344e-10
2.084168336673346555e+00 -5.214061441444461931e-01 6.891663915599579518e-10
2.124248496993987878e+00 -5.538267157819348752e-01 3.844048397467559034e-10
2.164328657314629201e+00 -5.828298498718427201e-01 1.323343537774465809e-10
2.204408817635270523e+00 -6.081948356900955810e-01 1.162545870382747302e-11
2.244488977955911846e+00 -6.297433004940353740e-01 1.087450662215969598e-11
2.284569138276553169e+00 -6.473380646482739253e-01 5.777953967932279399e-11
2.324649298597194491e+00 -6.608825265591723452e-01 8.190757487935916561e-11
2.364729458917835370e+00 -6.703192783045344161e-01 6.162475618119368877e-11
2.404809619238476692e+00 -6.756288327020655293e-01 2.332573233844374598e-11
2.444889779559118015e+00 -6.768282390413730143e-01 1.664562414016034157e-12
2.484969939879759337e+00 -6.739696052759859279e-01 1.510672629445930361e-12
2.525050100200400660e+00 -6.671388030104756783e-01 1.508333236463834454e-12
2.565130260521041983e+00 -6.564541140128867802e-01 6.194212694268966834e-12
2.605210420841683305e+00 -6.420649947544860847e-01 1.123720703690960816e-10
2.645290581162324628e+00 -6.241509917284674414e-01 5.358031859114710123e-10
2.685370741482965951e+00 -6.029204351790415917e-01 1.561298893860815458e-09
2.725450901803607273e+00 -5.786095745817987357e-01 3.423515170384255972e-09
2.765531062124248596e+00 -5.514810086740588035e-01 6.170518035777520765e-09
2.805611222444889474e+00 -5.218228224353957945e-01 9.579154494509033377e-09
2.845691382765530797e+00 -4.899465539041043538e-01 1.317269862559927435e-08
2.885771543086172120e+00 -4.561859934076405443e-01 1.634275486803529180e-08
2.925851703406813442e+00 -4.208945451089888268e-01 1.853196602778104536e-08
2.965931863727454765e+00 -3.844432964420835819e-01 1.940535618664788393e-08
3.006012024048096087e+00 -3.472177435812027757e-01 1.894784357113539201e-08
3.046092184368737410e+00 -3.096147947757944552e-01 1.745743213354906179e-08
3.086172344689378733e+00 -2.720389167468542646e-01 1.544911938000562176e-08
3.126252505010020055e+00 -2.348979432823110336e-01 1.352141940165509622e-08
3.166332665330661378e+00 -1.985987506728795760e-01 1.226009792505659781e-08
3.206412825651302256e+00 -1.635420117034549481e-01 1.226256587714005077e-08
3.246492985971943579e+00 -1.301175964917123118e-01 1.437066715591242138e-08
3.286573146292584902e+00 -9.869863976780679504e-02 2.020414793465812912e-08
3.326653306613226224e+00 -6.963696474604162689e-02 3.308608642214580579e-08
3.366733466933867547e+00 -4.325701331352892892e-02 5.941444422849642951e-08
3.406813627254508869e+00 -1.985166182548743496e-02 1.104095786683737257e-07
3.446893787575150192e+00 3.233321729782480045e-04 2.038638410951075168e-07
3.486973947895791515e+00 1.705272757519180754e-02 3.649857298631207033e-07
3.527054108216432837e+00 3.016618165167050947e-02 6.245808147819315697e-07
3.567134268537074160e+00 3.954049261331080145e-02 1.011939857309420770e-06
3.607214428857715482e+00 4.510226566070160703e-02 1.539200209611890919e-06
3.647294589178356361e+00 4.682870625605712461e-02 2.175189955154850785e-06
3.687374749498997684e+00 4.474823826617173317e-02 2.811313598458414729e-06
3.727454909819639006e+00 3.893965615179633549e-02 3.233842621495022767e-06
3.767535070140280329e+00 2.953065828961458014e-02 3.139112289832931696e-06
3.807615230460921651e+00 1.669528857240395320e-02 2.265713420441499137e-06
3.847695390781562974e+00 6.506393371795653581e-04 7.728748159156510411e-07
3.887775551102204297e+00 -1.834730890749209850e-02 6.598342276902301093e-08
3.927855711422845619e+00 -4.000835869174944326e-02 4.350280997617798811e-06
3.967935871743486942e+00 -6.401353748560721646e-02 2.326255712571936312e-05
4.008016032064127820e+00 -9.002057370187138696e-02 7.595696751041415399e-05
