# time correlation overlap_with_initial
0.000000000000000000e+00 -2.941176470588235392e-01 1.000000000000000000e+00
4.008016032064128098e-02 -2.924193378809847865e-01 9.919998608962182773e-01
8.016032064128256196e-02 -2.873555670570150933e-01 9.683787655573243836e-01
1.202404809619238429e-01 -2.790193350127331273e-01 9.302453393210401433e-01
1.603206412825651239e-01 -2.675639431894788478e-01 8.793518899291355995e-01
2.004008016032063910e-01 -2.532005182919733199e-01 8.179620489225201130e-01
2.404809619238476859e-01 -2.361943769969852558e-01 7.486848024568929505e-01
2.805611222444889807e-01 -2.168605659154293208e-01 6.742926634738189984e-01
3.206412825651302478e-01 -1.955584136062483991e-01 5.975407691163632240e-01
3.607214428857715149e-01 -1.726851588979997076e-01 5.210031139081388041e-01
4.008016032064127820e-01 -1.486690454490431634e-01 4.469396857732746420e-01
4.408817635270541047e-01 -1.239615673219071901e-01 3.772016872815532884e-01
4.809619238476953718e-01 -9.902917332020083618e-02 3.131791330825626218e-01
5.210420841683366389e-01 -7.434445584202406532e-02 2.557895072600921416e-01
5.611222444889779615e-01 -5.037718056514298853e-02 2.055026094594124275e-01
6.012024048096191731e-01 -2.758528854310156320e-02 1.623933734858219458e-01
6.412825651302604957e-01 -6.405816891516295623e-03 1.262130825055335637e-01
6.813627254509018183e-01 1.275387422376220853e-02 9.646966570157824994e-02
7.214428857715430299e-01 2.952447905796342503e-02 7.250840465247648803e-02
7.615230460921843525e-01 4.358225472117439880e-02 5.358613586545928065e-02
8.016032064128255641e-01 5.465584176878320738e-02 3.893419247196936578e-02
8.416833667334668867e-01 6.253223995871715069e-02 2.780754288949599876e-02
8.817635270541082093e-01 6.706119812775865330e-02 1.951969812080546832e-02
9.218436873747494209e-01 6.815816612271251296e-02 1.346401574026251553e-02
9.619238476953907435e-01 6.580726763901555143e-02 9.123409946809797957e-03
1.002004008016031955e+00 6.006142973094713566e-02 6.071296373719754259e-03
1.042084168336673278e+00 5.104082465071575064e-02 3.966216881834317212e-03
1.082164328657314600e+00 3.893183660452956968e-02 2.542256334316934496e-03
1.122244488977955923e+00 2.398210028867915622e-02 1.597828307653187787e-03
1.162324649298597246e+00 6.496137439332787950e-03 9.838806020615595890e-04
1.202404809619238346e+00 -1.317001643877889830e-02 5.929074143876523866e-04
1.242484969939879669e+00 -3.461793557199667470e-02 3.491717645717395328e-04
1.282565130260520991e+00 -5.741247709275701383e-02 2.005783668601076437e-04
1.322645290581162314e+00 -8.109217776717321524e-02 1.121040012076987319e-04
1.362725450901803637e+00 -1.051778645422592751e-01 6.074886862302545818e-05
1.402805611222444737e+00 -1.291811370146239146e-01 3.176485528644666287e-05
1.442885771543086060e+00 -1.526160390698729774e-01 1.591405291572692559e-05
1.482965931863727382e+00 -1.750062891519447439e-01 7.558847917065316001e-06
1.523046092184368705e+00 -1.958958602991236753e-01 3.346471142366969178e-06
1.563126252505010028e+00 -2.148574592167713793e-01 1.340373396841141795e-06
1.603206412825651128e+00 -2.315001087730729490e-01 4.577700263915623581e-07
1.643286573146292451e+00 -2.454778564890407189e-01 1.149988421720023936e-07
1.683366733466933773e+00 -2.564951489406405716e-01 1.171446080260209467e-08
1.723446893787575096e+00 -2.643134071481214598e-01 2.061149668273020630e-09
1.763527054108216419e+00 -2.687553730877735858e-01 2.096174671124409406e-08
1.803607214428857741e+00 -2.697087530765710506e-01 4.321270642008490838e-08
1.843687374749498842e+00 -2.671285746931229554e-01 6.185235983561356226e-08
1.883767535070140164e+00 -2.610383144813047118e-01 7.739681159297980513e-08
1.923847695390781487e+00 -2.515298138627629632e-01 9.298824610524724928e-08
1.963927855711422810e+00 -2.387618844221833792e-01 1.125912429254250887e-07
2.004008016032063910e+00 -2.229575398100121508e-01 1.405971231950059842e-07
2.044088176352705233e+00 -2.044000734881777914e-01 1.818242301714971872e-07
2.084168336673346555e+00 -1.834279308321997981e-01 2.411483113410141672e-07
2.124248496993987878e+00 -1.604283690095836823e-01 3.220136970132034703e-07
2.164328657314629201e+00 -1.358300421063268759e-01 4.230985805204740132e-07
2.204408817635270523e+00 -1.100945475945645374e-01 5.327842184363026856e-07
2.244488977955911846e+00 -8.370751788739702604e-02 6.224877769129406768e-07
2.284569138276553169e+00 -5.716886053987943472e-02 6.431796677037726528e-07
2.324649298597194491e+00 -3.098265313514953628e-02 5.360787998867705494e-07
2.364729458917835370e+00 -5.646670737125178072e-03 2.799827668216544353e-07
2.404809619238476692e+00 1.835793138931019614e-02 1.595334000711190684e-08
2.444889779559118015e+00 4.057655747122661249e-02 3.150348404807358953e-07
2.484969939879759337e+00 6.059017520701484583e-02 2.686065297794189318e-06
2.525050100200400660e+00 7.802489833699931265e-02 1.045443252950985027e-05
2.565130260521041983e+00 9.255886867537028995e-02 3.017154602370558910e-05
2.605210420841683305e+00 1.039296136542698090e-01 7.372473702607730886e-05
2.645290581162324628e+00 1.119386255266685976e-01 1.612941193395023146e-04
2.685370741482965951e+00 1.164557360102033146e-01 3.252443088530561723e-04
2.725450901803607273e+00 1.174207670782065338e-01 6.148639555978002149e-04
2.765531062124248596e+00 1.148446995231614809e-01 1.101741016916403439e-03
2.805611222444889474e+00 1.088085445269184326e-01 1.885195198200639811e-03
2.845691382765530797e+00 9.946041141956026010e-02 3.096978168897353365e-03
