# time correlation overlap_with_initial
0.000000000000000000e+00 -2.941176470588235392e-01 1.000000000000000000e+00
4.008016032064128098e-02 -2.920421662849002620e-01 9.904077838789379085e-01
8.016032064128256196e-02 -2.858565584190432829e-01 9.621795060172129155e-01
1.202404809619238429e-01 -2.756826606197149143e-01 9.169086462275432003e-01
1.603206412825651239e-01 -2.617212472151297931e-01 8.570851316814362963e-01
2.004008016032063910e-01 -2.442486991392072426e-01 7.858692840190278917e-01
2.404809619238476859e-01 -2.236118782375981218e-01 7.068150350075148580e-01
2.805611222444889807e-01 -2.002220997788516366e-01 6.235790738987769810e-01
3.206412825651302478e-01 -1.745478789673097775e-01 5.396470270261607416e-01
3.607214428857715149e-01 -1.471059992553477580e-01 4.581032214411629444e-01
4.008016032064127820e-01 -1.184521738498137966e-01 3.814664599504476450e-01
4.408817635270541047e-01 -8.917054505457598645e-02 3.115980040373483861e-01
4.809619238476953718e-01 -5.986195341428219435e-02 2.496809276314407855e-01
5.210420841683366389e-01 -3.113247663346197305e-02 1.962626451955309659e-01
5.611222444889779615e-01 -3.581119786522269852e-03 1.513431380887834132e-01
6.012024048096191731e-01 2.221288816886218820e-02 1.144916067841729168e-01
6.412825651302604957e-01 4.570183396879400756e-02 8.497387580780531302e-02
6.813627254509018183e-01 6.638145924416873067e-02 6.187491205726323301e-02
7.214428857715430299e-01 8.380223361236761870e-02 4.420576440032011195e-02
7.615230460921843525e-01 9.757909080925857015e-02 3.098817987763563195e-02
8.016032064128255641e-01 1.074004706106165136e-01 2.131486469084683394e-02
8.416833667334668867e-01 1.130357478349388600e-01 1.438641653377041238e-02
8.817635270541082093e-01 1.143408085782698508e-01 9.528276272111410247e-03
9.218436873747494209e-01 1.112620404396876678e-01 6.192519093480109565e-03
9.619238476953907435e-01 1.038382407203270741e-01 3.949109205298709582e-03
1.002004008016031955e+00 9.220066914555573312e-02 2.471027644446373642e-03
1.042084168336673278e+00 7.657092228919598620e-02 1.516860149124778581e-03
1.082164328657314600e+00 5.725694755306793421e-02 9.132952982062684383e-04
