# time correlation overlap_with_initial
0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00
4.008016032064128098e-02 -9.965218803037318995e-01 9.844568597018794609e-01
8.016032064128256196e-02 -9.861117635478605647e-01 9.392104152296111286e-01
1.202404809619238429e-01 -9.688429020654739654e-01 8.682142915465759225e-01
1.603206412825651239e-01 -9.448389676531372405e-01 7.774426339012769915e-01
2.004008016032063910e-01 -9.142759632946164672e-01 6.740868454572589430e-01
2.404809619238476859e-01 -8.773842865660300694e-01 5.656441619312770896e-01
2.805611222444889807e-01 -8.344522175530552088e-01 4.590571698236682874e-01
3.206412825651302478e-01 -7.858280353449547118e-01 3.600289283390664119e-01
3.607214428857715149e-01 -7.319234324114545220e-01 2.726060987832807370e-01
4.008016032064127820e-01 -6.732154606687481557e-01 1.990494961982441635e-01
4.408817635270541047e-01 -6.102476445912073943e-01 1.399656874447929855e-01
4.809619238476953718e-01 -5.436311330485533722e-01 9.462774850821256689e-02
5.210420841683366389e-01 -4.740421628640894003e-01 6.139422541905530106e-02
5.611222444889779615e-01 -4.022206191556276789e-01 3.813952189774494350e-02
6.012024048096191731e-01 -3.289640081374565206e-01 2.262598416285087691e-02
6.412825651302604957e-01 -2.551210612947244494e-01 1.277758601415780043e-02
6.813627254509018183e-01 -1.815830250101601318e-01 6.842992150834146386e-03
7.214428857715430299e-01 -1.092713144744271170e-01 3.459368041569524724e-03
7.615230460921843525e-01 -3.912595031609118063e-02 1.641495105651852911e-03
8.016032064128255641e-01 2.791111230545679014e-02 7.259601327506456491e-04
8.416833667334668867e-01 9.091113430682190577e-02 2.965711257125978602e-04
8.817635270541082093e-01 1.489765534862688701e-01 1.106224190977204617e-04
9.218436873747494209e-01 2.012593110361503013e-01 3.709564507467536058e-05
9.619238476953907435e-01 2.469778860487505112e-01 1.094548474673529829e-05
1.002004008016031955e+00 2.854359474139031017e-01 2.754316194397296272e-06
1.042084168336673278e+00 3.160372976516717669e-01 5.630517293715486477e-07
1.082164328657314600e+00 3.383011007188678199e-01 8.600824312351108163e-08
1.122244488977955923e+00 3.518734930929731664e-01 8.285030316649505402e-09
1.162324649298597246e+00 3.565367376486918705e-01 3.136240749251631656e-10
1.202404809619238346e+00 3.522154960347696484e-01 4.404002056750062579e-12
1.242484969939879669e+00 3.389790649419665014e-01 2.275421871181303621e-12
1.282565130260520991e+00 3.170405628578437107e-01 8.656785048724379990e-14
1.322645290581162314e+00 2.867522087402494813e-01 5.646172915124572824e-13
1.362725450901803637e+00 2.485974953541967569e-01 3.866100376772831896e-12
1.402805611222444737e+00 2.031797684657789260e-01 7.253080161705054109e-12
1.442885771543086060e+00 1.512089944002468767e-01 6.392668496013478168e-12
1.482965931863727382e+00 9.348495458864534979e-02 1.344528830011932907e-11
1.523046092184368705e+00 3.088041032297792615e-02 3.870193123424334789e-11
1.563126252505010028e+00 -3.567812019837868914e-02 6.854222321038918873e-11
1.603206412825651128e+00 -1.052293599877298230e-01 8.188687681393576493e-11
1.643286573146292451e+00 -1.767955129672180159e-01 8.298165422546459918e-11
1.683366733466933773e+00 -2.494014468598085565e-01 1.045477808738932739e-10
1.723446893787575096e+00 -3.220899961568112202e-01 1.754428460766213963e-10
1.763527054108216419e+00 -3.939383772805072903e-01 2.894390717061609590e-10
1.803607214428857741e+00 -4.640703200525601035e-01 4.072768496161300270e-10
1.843687374749498842e+00 -5.316669912373273021e-01 4.877289844611850513e-10
