# time correlation overlap_with_initial
0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00
4.008016032064128098e-02 -9.966579470851413269e-01 9.850608605758737202e-01
8.016032064128256196e-02 -9.866541465815353851e-01 9.415213848020570486e-01
1.202404809619238429e-01 -9.700561064377685172e-01 8.730417306992371840e-01
1.603206412825651239e-01 -9.469778500295239487e-01 7.851746632314039465e-01
2.004008016032063910e-01 -9.175813918109435585e-01 6.846451742306393085e-01
2.404809619238476859e-01 -8.820789110853004544e-01 5.785279396838932664e-01
2.805611222444889807e-01 -8.407355123048223522e-01 4.734571635704905024e-01
3.206412825651302478e-01 -7.938713786817400697e-01 3.749846817374285490e-01
3.607214428857715149e-01 -7.418650699614667277e-01 2.871689770651672524e-01
4.008016032064127820e-01 -6.851545537701723143e-01 2.124191179139837127e-01
4.408817635270541047e-01 -6.242399316479029237e-01 1.515795465296585487e-01
4.809619238476953718e-01 -5.596824668965619809e-01 1.041935703365336335e-01
5.210420841683366389e-01 -4.921052146845129038e-01 6.887249197954289914e-02
5.611222444889779615e-01 -4.221895865290796190e-01 4.368917160160593061e-02
6.012024048096191731e-01 -3.506722305081382829e-01 2.653292096326599625e-02
6.412825651302604957e-01 -2.783390511488335606e-01 1.538317622680123418e-02
6.813627254509018183e-01 -2.060172662048533332e-01 8.485647980429274900e-03
7.214428857715430299e-01 -1.345667475430296078e-01 4.435355122402210963e-03
7.615230460921843525e-01 -6.486737075003613795e-02 2.185851518910035974e-03
8.016032064128255641e-01 2.192323558768727830e-03 1.009482583959485716e-03
8.416833667334668867e-01 6.573135750648098630e-02 4.335423881419308450e-04
8.817635270541082093e-01 1.248899212308489520e-01 1.714552650826421882e-04
9.218436873747494209e-01 1.788471856521294256e-01 6.164098673287018873e-05
9.619238476953907435e-01 2.268362785312231233e-01 1.979790996856978165e-05
1.002004008016031955e+00 2.681611899362449369e-01 5.542862194122379937e-06
1.042084168336673278e+00 3.022115705516044137e-01 1.304074031761164414e-06
1.082164328657314600e+00 3.284765475052214279e-01 2.430228157433861402e-07
1.122244488977955923e+00 3.465570703156699572e-01 3.219063305549897414e-08
1.162324649298597246e+00 3.561751183473725324e-01 2.366504754640998478e-09
1.202404809619238346e+00 3.571813045829603239e-01 3.583556943037556874e-11
1.242484969939879669e+00 3.495585239673449918e-01 4.820252647818265594e-12
1.282565130260520991e+00 3.334232828470190535e-01 6.643425702637372323e-13
