# time correlation overlap_with_initial
0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00
4.008016032064128098e-02 -9.967444712878393842e-01 9.854570234958635044e-01
8.016032064128256196e-02 -9.869991230532860760e-01 9.430393777108969644e-01
1.202404809619238429e-01 -9.708280370601207743e-01 8.762205487254636216e-01
1.603206412825651239e-01 -9.483394384617175321e-01 7.902838732774601915e-01
2.004008016032063910e-01 -9.196868396197573903e-01 6.916535275905923985e-01
2.404809619238476859e-01 -8.850712553776111102e-01 5.871278012156758708e-01
2.805611222444889807e-01 -8.447432542887600704e-01 4.831335457391974786e-01
3.206412825651302478e-01 -7.990054210186672279e-01 3.851138291254419532e-01
3.607214428857715149e-01 -7.482147039998527926e-01 2.971217627403985317e-01
4.008016032064127820e-01 -6.927840238686968632e-01 2.216516574914769167e-01
4.408817635270541047e-01 -6.331841592008714548e-01 1.596943336591068463e-01
4.809619238476953718e-01 -5.699434039604166502e-01 1.109664915314909905e-01
5.210420841683366389e-01 -5.036480774274281202e-01 7.424668226830910545e-02
5.611222444889779615e-01 -4.349392807627764923e-01 4.774441310153079016e-02
6.012024048096191731e-01 -3.645111279070887833e-01 2.944155267838487883e-02
6.412825651302604957e-01 -2.931039953956822153e-01 1.736397540218986846e-02
6.813627254509018183e-01 -2.214997642965959024e-01 9.764025810045588727e-03
7.214428857715430299e-01 -1.505114723472449345e-01 5.215242312066450947e-03
7.615230460921843525e-01 -8.097522824875101610e-02 2.634003895314067020e-03
8.016032064128255641e-01 -1.373679752482564846e-02 1.250971482676147342e-03
8.416833667334668867e-01 5.035963683176103434e-02 5.548441956675923470e-04
8.817635270541082093e-01 1.104868012623877183e-01 2.278243789109057232e-04
9.218436873747494209e-01 1.658479479999217243e-01 8.563034488384373816e-05
9.619238476953907435e-01 2.156924944707228897e-01 2.902169176677560212e-05
1.002004008016031955e+00 2.593305649000107183e-01 8.686841050528466431e-06
1.042084168336673278e+00 2.961472657073683790e-01 2.228274812363619405e-06
1.082164328657314600e+00 3.256161476137294786e-01 4.674665687202930295e-07
1.122244488977955923e+00 3.473105325253350029e-01 7.403522350755376470e-08
1.162324649298597246e+00 3.609138277579045928e-01 7.520958967731669561e-09
1.202404809619238346e+00 3.662265732613818603e-01 3.071827725985233247e-10
1.242484969939879669e+00 3.631718957002546544e-01 1.758947158697510370e-12
1.282565130260520991e+00 3.517974236909910402e-01 2.999560621759754767e-12
1.322645290581162314e+00 3.322748667326126393e-01 2.126767079322023925e-14
1.362725450901803637e+00 3.048965798826259732e-01 2.311643218364942715e-14
1.402805611222444737e+00 2.700691711530283090e-01 1.372290109710555998e-12
1.442885771543086060e+00 2.283051626260478029e-01 3.032519080107556705e-12
1.482965931863727382e+00 1.802114991150681189e-01 9.456577151094132608e-13
1.523046092184368705e+00 1.264773169584695878e-01 1.544150271719205191e-12
1.563126252505010028e+00 6.785905775392513106e-02 1.270832791683513509e-11
1.603206412825651128e+00 5.165724442256231647e-03 2.632620023551676540e-11
1.643286573146292451e+00 -6.075720301863103689e-02 2.593859793026216498e-11
1.683366733466933773e+00 -1.290434351610879882e-01 1.050767915860475503e-11
1.723446893787575096e+00 -1.988210177132765655e-01 7.822744022123943848e-13
1.763527054108216419e+00 -2.692272648971577587e-01 1.834789665106585684e-11
1.803607214428857741e+00 -3.394212708149876856e-01 6.118238068119197765e-11
1.843687374749498842e+00 -4.085966868574354427e-01 1.024547727512481279e-10
1.883767535070140164e+00 -4.759905498317031358e-01 1.133458201116973443e-10
1.923847695390781487e+00 -5.408929366826085161e-01 8.717573556401014397e-11
1.963927855711422810e+00 -6.026517879208912465e-01 4.326226362036292722e-11
2.004008016032063910e+00 -6.606790243411483354e-01 9.585474085606090305e-12
2.044088176352705233e+00 -7.144517205265122906e-01 1.429759840065209728e-12
2.084168336673346555e+00 -7.635148071918393953e-01 1.343845109855650701e-11
2.124248496993987878e+00 -8.074794571586961789e-01 2.852500052803898647e-11
2.164328657314629201e+00 -8.460229371944611998e-01 3.306369201689400603e-11
2.204408817635270523e+00 -8.788853379904297825e-01 2.537533301431518242e-11
2.244488977955911846e+00 -9.058674317657395836e-01 1.294310119597322938e-11
2.284569138276553169e+00 -9.268268813968959519e-01 3.764653064092697363e-12
2.324649298597194491e+00 -9.416751087154904276e-01 3.460192556485018130e-13
2.364729458917835370e+00 -9.503738636884819790e-01 2.445082838295825338e-13
2.404809619238476692e+00 -9.529321263512642304e-01 4.162117454577487033e-13
2.444889779559118015e+00 -9.494035374395818350e-01 1.215103019613828357e-13
2.484969939879759337e+00 -9.398841338034578108e-01 7.701040077430751527e-14
2.525050100200400660e+00 -9.245108147803705601e-01 2.245440707421200835e-13
2.565130260521041983e+00 -9.034603245248545855e-01 1.782601305253443095e-13
2.605210420841683305e+00 -8.769486225986257155e-01 3.598334995761552931e-12
2.645290581162324628e+00 -8.452311027558235823e-01 2.312665516825797795e-11
2.685370741482965951e+00 -8.086024793850289383e-01 8.039226976465608926e-11
2.725450901803607273e+00 -7.673978349503295382e-01 1.981193324097429976e-10
2.765531062124248596e+00 -7.219924654043573531e-01 3.869216178408625317e-10
2.805611222444889474e+00 -6.728030264409805561e-01 6.338006390413015791e-10
2.845691382765530797e+00 -6.202867294582599111e-01 8.995141946731146644e-10
2.885771543086172120e+00 -5.649416494368175723e-01 1.127258420821661753e-09
2.925851703406813442e+00 -5.073047398104152395e-01 1.259135568114474437e-09
2.965931863727454765e+00 -4.479503164545812210e-01 1.252972926253321284e-09
3.006012024048096087e+00 -3.874865220196920812e-01 1.093856670071459345e-09
3.046092184368737410e+00 -3.265519151899211603e-01 8.022276385565463207e-10
3.086172344689378733e+00 -2.658077089441224783e-01 4.536449522560207868e-10
3.126252505010020055e+00 -2.059339558375086754e-01 2.538103014190221554e-10
3.166332665330661378e+00 -1.476203877258321362e-01 7.663305923284625750e-10
3.206412825651302256e+00 -9.155708083139210696e-02 3.529855452903355815e-09
3.246492985971943579e+00 -3.842586532377915282e-02 1.260717722396797373e-08
3.286573146292584902e+00 1.111090116529711222e-02 3.827050136539439177e-08
3.326653306613226224e+00 5.642053395115620429e-02 1.053508723736367022e-07
3.366733466933867547e+00 9.691297922439601198e-02 2.713419628222334272e-07
3.406813627254508869e+00 1.320499268598823162e-01 6.639211984425614106e-07
3.446893787575150192e+00 1.613564493229971142e-01 1.555616926675195131e-06
3.486973947895791515e+00 1.844300103597338314e-01 3.506439347424893866e-06
3.527054108216432837e+00 2.009503555622135229e-01 7.626409815309626197e-06
3.567134268537074160e+00 2.106859100359812498e-01 1.604076844622334978e-05
3.607214428857715482e+00 2.135001226304092392e-01 3.268556065671303454e-05
3.647294589178356361e+00 2.093548373893514003e-01 6.461962781924720470e-05
3.687374749498997684e+00 1.983123083362520744e-01 1.241126883948851563e-04
3.727454909819639006e+00 1.805347197015223504e-01 2.318492230160845854e-04
3.767535070140280329e+00 1.562817512786891239e-01 4.216643315917830911e-04
3.807615230460921651e+00 1.259059132021118355e-01 7.472745328012844572e-04
3.847695390781562974e+00 8.984609323806042047e-02 1.291452365713961293e-03
3.887775551102204297e+00 4.861900062920500309e-02 2.177964276468203047e-03
3.927855711422845619e+00 2.809620734819456237e-03 3.586315328318876935e-03
3.967935871743486942e+00 -4.694036101096770580e-02 5.768816509949189174e-03
4.008016032064127820e+00 -9.994394427586332508e-02 9.068798912128740036e-03
4.048096192384769587e+00 -1.554821035503627658e-01 1.393771366645971989e-02
4.088176352705410466e+00 -2.128156480601454403e-01 2.094788001178646969e-02
4.128256513026052232e+00 -2.711987045779616357e-01 3.079621846851261086e-02
4.168336673346693111e+00 -3.298898012838923921e-01 4.429379742655364938e-02
4.208416833667334878e+00 -3.881640609091216443e-01 6.233516858382911335e-02
4.248496993987975756e+00 -4.453225625764312690e-01 8.584281106270391648e-02
4.288577154308616635e+00 -5.007020364481726826e-01 1.156831898716843832e-01
4.328657314629258401e+00 -5.536819658865124172e-01 1.525553153601447998e-01
4.368737474949899280e+00 -6.036910554306457177e-01 1.968568142045526159e-01
4.408817635270541047e+00 -6.502118983067268765e-01 2.485393284456239027e-01
4.448897795591181925e+00 -6.927841398218917979e-01 3.069704993858201059e-01
4.488977955911823692e+00 -7.310068071388036159e-01 3.708255860849378749e-01
4.529058116232464570e+00 -7.645386387850349186e-01 4.380333280443399757e-01
4.569138276553106337e+00 -7.930984561613353412e-01 5.058004781624265700e-01
4.609218436873747216e+00 -8.164634676034480121e-01 5.707308367880785660e-01
4.649298597194388982e+00 -8.344682517993502469e-01 6.290461842935313186e-01
4.689378757515029861e+00 -8.470019811906813745e-01 6.768964935712884490e-01
4.729458917835670739e+00 -8.540066481201784576e-01 7.107350322559334854e-01
4.769539078156312506e+00 -8.554740931382832647e-01 7.277112832765560979e-01
4.809619238476953385e+00 -8.514440429648935105e-01 7.260309459516128827e-01
4.849699398797595151e+00 -8.420016058722373797e-01 7.052227120434048091e-01
4.889779559118236030e+00 -8.272755369658173485e-01 6.662654487993491248e-01
4.929859719438877796e+00 -8.074365279294711817e-01 6.115431783714495584e-01
4.969939879759518675e+00 -7.826959129577047980e-01 5.446236857066587556e-01
5.010020040080160442e+00 -7.533046986784840415e-01 4.698856569831557084e-01
5.050100200400801320e+00 -7.195527120202719340e-01 3.920450221677687086e-01
5.090180360721443087e+00 -6.817679780017882329e-01 3.156513715987560587e-01
5.130260521042083965e+00 -6.403160881853309228e-01 2.446297006141017472e-01
5.170340681362724844e+00 -5.955993292334896827e-01 1.819341731520341676e-01
5.210420841683366611e+00 -5.480558550913139371e-01 1.293602250760492733e-01
5.250501002004007489e+00 -4.981579085758289227e-01 8.752874133760824016e-02
5.290581162324649256e+00 -4.464102753214203578e-01 5.602820260333273017e-02
5.330661322645290134e+00 -3.933470160697342677e-01 3.367037733250708570e-02
5.370741482965931901e+00 -3.395286938197028537e-01 1.880341705366939120e-02
5.410821643286572780e+00 -2.855372408303941123e-01 9.620913130971716146e-03
5.450901803607214546e+00 -2.319715818966499310e-01 4.417967077753758368e-03
5.490981963927855425e+00 -1.794405730085225636e-01 1.763279576240702915e-03
5.531062124248497192e+00 -1.285568756623380604e-01 5.790448881043909393e-04
5.571142284569138070e+00 -7.992827796792804917e-02 1.404072491738286507e-04
5.611222444889778949e+00 -3.414997413333793058e-02 1.908483788443009411e-05
5.651302605210420715e+00 8.205051942441322563e-03 6.176087887170303639e-07
5.691382765531061594e+00 4.659485527694636614e-02 1.058943742154705274e-06
5.731462925851703361e+00 8.051813870928316297e-02 4.833046457544333020e-07
5.771543086172344239e+00 1.095233442944014840e-01 3.517789964882696030e-07
5.811623246492986006e+00 1.332172536711773436e-01 3.100889193113636570e-06
5.851703406813626884e+00 1.512732084673250599e-01 7.137890419760023140e-06
5.891783567134268651e+00 1.634377506380633172e-01 9.181192204135069952e-06
5.931863727454909530e+00 1.695368041204631249e-01 7.634928235194568113e-06
5.971943887775551296e+00 1.694795529581014926e-01 3.815198036638975807e-06
6.012024048096192175e+00 1.632616024138217325e-01 7.433172632189009340e-07
6.052104208416833053e+00 1.509655705819799298e-01 9.155811526531530284e-07
6.092184368737474820e+00 1.327606185438083009e-01 4.691237030498698210e-06
6.132264529058115698e+00 1.088996006725253818e-01 1.018665277507602854e-05
6.172344689378757465e+00 7.971485408673897877e-02 1.450703734315166106e-05
6.212424849699398344e+00 4.561215179253751140e-02 1.542931123735962628e-05
6.252505010020040110e+00 7.063187650617096074e-03 1.256050852068549598e-05
6.292585170340680989e+00 -3.540306465991163026e-02 7.425912560513288575e-06
6.332665330661322756e+00 -8.121024194537523888e-02 2.579206704492976967e-06
6.372745490981963634e+00 -1.297449609684248606e-01 3.037501713271918224e-07
6.412825651302604513e+00 -1.803678214953854109e-01 1.586206444959657233e-06
6.452905811623246279e+00 -2.324244759259749826e-01 5.808614926396720480e-06
6.492985971943887158e+00 -2.852564200419388518e-01 1.119385466552799022e-05
6.533066132264528925e+00 -3.382116741602317900e-01 1.568633409372319838e-05
6.573146292585169803e+00 -3.906542089229896320e-01 1.780761819309393490e-05
6.613226452905811570e+00 -4.419732569151483825e-01 1.712323050289730575e-05
6.653306613226452448e+00 -4.915905522959022611e-01 1.420064632459500755e-05
6.693386773547094215e+00 -5.389675461285962088e-01 1.018335077731259946e-05
6.733466933867735094e+00 -5.836100616996271473e-01 6.247325800601381411e-06
6.773547094188376860e+00 -6.250730321639313969e-01 3.188522494704395683e-06
6.813627254509017739e+00 -6.629626071326398806e-01 1.275756234429045462e-06
6.853707414829658617e+00 -6.969384021766340531e-01 3.485080191577625887e-07
6.893787575150300384e+00 -7.267134589834864933e-01 4.330365524282632772e-08
6.933867735470941263e+00 -7.520543292051010686e-01 1.007448363446712063e-08
6.973947895791583029e+00 -7.727795316767851475e-01 3.119314017120718802e-08
7.014028056112223908e+00 -7.887580388451141955e-01 2.998633478695914906e-08
7.054108216432865675e+00 -7.999069554185126441e-01 1.238968081905679004e-08
7.094188376753506553e+00 -8.061891131168541502e-01 1.104250428100850844e-09
7.134268537074148320e+00 -8.076106092342206777e-01 1.383502029072540256e-09
7.174348697394789198e+00 -8.042182318675269448e-01 3.363147679485880281e-09
7.214428857715430965e+00 -7.960973062127874034e-01 1.075710317629093961e-09
7.254509018036071843e+00 -7.833695218249935310e-01 4.253482978872664202e-09
7.294589178356712722e+00 -7.661913217908346008e-01 3.206018188163645868e-08
7.334669338677354489e+00 -7.447524388631753256e-01 9.510664439964853927e-08
7.374749498997995367e+00 -7.192748299429391201e-01 1.812515148789552877e-07
7.414829659318637134e+00 -6.900119278427399028e-01 2.571239705156974451e-07
7.454909819639278012e+00 -6.572479061078001505e-01 2.857086757538412639e-07
7.494989979959919779e+00 -6.212973718529818390e-01 2.490337300221853596e-07
7.535070140280560658e+00 -5.825045842382332584e-01 1.618859605439134042e-07
7.575150300601202424e+00 -5.412430965539984928e-01 6.806572076964632204e-08
7.615230460921843303e+00 -4.979144777171850555e-01 2.130858484467622581e-08
7.655310621242485070e+00 -4.529472925080496037e-01 6.150621724180035273e-08
7.695390781563125948e+00 -4.067949064675126514e-01 1.987090313055845688e-07
7.735470941883766827e+00 -3.599331986688831808e-01 4.123341350460344986e-07
7.775551102204408593e+00 -3.128571494152881383e-01 6.646397209588587047e-07
7.815631262525049472e+00 -2.660768486533242050e-01 9.209276691638472375e-07
7.855711422845691239e+00 -2.201127156976012689e-01 1.167609605515087148e-06
7.895791583166332117e+00 -1.754896811338450824e-01 1.423316853191304332e-06
7.935871743486973884e+00 -1.327311030672270464e-01 1.745320438685011706e-06
7.975951903807614762e+00 -9.235134927947759309e-02 2.240061677001594279e-06
8.016032064128255641e+00 -5.484873625391403773e-02 3.090672396755996529e-06
8.056112224448897408e+00 -2.069708179737242762e-02 4.615641610323589741e-06
8.096192384769539174e+00 9.661761136018041929e-03 7.373934369766856496e-06
8.136272545090179165e+00 3.582652891914508281e-02 1.233540173338154083e-05
8.176352705410820931e+00 5.744366549265533112e-02 2.114416023533507416e-05
8.216432865731462698e+00 7.421510864115826722e-02 3.651862296853676727e-05
8.256513026052104465e+00 8.590422803425339093e-02 6.285366485967339525e-05
8.296593186372744455e+00 9.234175728695032115e-02 1.071202029143827970e-04
8.336673346693386222e+00 9.342976285018127214e-02 1.801880899680095133e-04
8.376753507014027988e+00 8.914488405408492466e-02 2.987334990825380203e-04
8.416833667334669755e+00 7.953970489982738201e-02 4.879176380385887436e-04
8.456913827655309746e+00 6.474281011496592353e-02 7.850404671594666877e-04
8.496993987975951512e+00 4.495718558374973972e-02 1.244360581210488285e-03
8.537074148296593279e+00 2.045704868554662492e-02 1.943223222123170550e-03
8.577154308617233269e+00 -8.416755230243849750e-03 2.989526954765356782e-03
8.617234468937875036e+00 -4.126276477012098820e-02 4.530385332323240595e-03
8.657314629258516803e+00 -7.762613615583115190e-02 6.761554599603695169e-03
8.697394789579158569e+00 -1.170067734205967325e-01 9.936875518499728790e-03
8.737474949899798560e+00 -1.588684545448755536e-01 1.437647611282319611e-02
8.777555110220440326e+00 -2.026481342914049633e-01 2.047210684486583734e-02
8.817635270541082093e+00 -2.477659751918590836e-01 2.868733946339037388e-02
8.857715430861723860e+00 -2.936348070386006759e-01 3.955024966109130929e-02
8.897795591182363850e+00 -3.396699819417358102e-01 5.363571828405865743e-02
8.937875751503005617e+00 -3.852980594724190744e-01 7.153518765916458411e-02
8.977955911823647384e+00 -4.299654817167692933e-01 9.381188550529495629e-02
9.018036072144287374e+00 -4.731457675365255966e-01 1.209415747555689924e-01
9.058116232464929141e+00 -5.143462329558533552e-01 1.532401666326796974e-01
9.098196392785570907e+00 -5.531132675393958253e-01 1.907828709089922636e-01
9.138276553106212674e+00 -5.890366752651291504e-01 2.333217045923410282e-01
9.178356713426852664e+00 -6.217528923794266582e-01 2.802116458720276815e-01
9.218436873747494431e+00 -6.509469437565210681e-01 3.303571833720111983e-01
9.258517034068136198e+00 -6.763537112834233644e-01 3.821925456045562886e-01
9.298597194388777964e+00 -6.977578553852363807e-01 4.337069862975316825e-01
9.338677354709417955e+00 -7.149934714115117051e-01 4.825243962092898853e-01
9.378757515030059722e+00 -7.279425536169006339e-01 5.260391568757418757e-01
9.418837675350701488e+00 -7.365335260713743448e-01 5.616048634303643095e-01
9.458917835671341479e+00 -7.407389175263814352e-01 5.867608352550773843e-01
9.498997995991983245e+00 -7.405732993709294165e-01 5.994764730930671748e-01
9.539078156312625012e+00 -7.360907945983360401e-01 5.983828796890161561e-01
9.579158316633266779e+00 -7.273829003537594096e-01 5.829620288632557656e-01
9.619238476953906769e+00 -7.145762940751009262e-01 5.536615456830380477e-01
9.659318637274548536e+00 -6.978308822868023453e-01 5.119128563272401511e-01
9.699398797595190302e+00 -6.773381303156725819e-01 4.600402791444150874e-01
9.739478957915832069e+00 -6.533194950994895001e-01 4.010643778598260711e-01
9.779559118236472059e+00 -6.260252407924828955e-01 3.384196739009435739e-01
9.819639278557113826e+00 -5.957332167054889549e-01 2.756201723899258105e-01
9.859719438877755593e+00 -5.627478906469599584e-01 2.159174137216735845e-01
9.899799599198395583e+00 -5.273992460610313904e-01 1.619977659619552257e-01
9.939879759519037350e+00 -4.900416206332992575e-01 1.157607232233592576e-01
9.979959919839679117e+00 -4.510523624693702494e-01 7.820814772705662887e-02
1.002004008016032088e+01 -4.108300152830087204e-01 4.945442800519949528e-02
1.006012024048096087e+01 -3.697923297694968858e-01 2.884965645947852250e-02
1.010020040080160264e+01 -3.283733952030231107e-01 1.518676631134987035e-02
1.014028056112224441e+01 -2.870206593483042856e-01 6.953351133702509110e-03
1.018036072144288617e+01 -2.461907652334712759e-01 2.582093055588949825e-03
1.022044088176352616e+01 -2.063453814869353753e-01 6.597681696617166717e-04
1.026052104208416793e+01 -1.679457399998166844e-01 6.602515815024529247e-05
1.030060120240480970e+01 -1.314472934709072227e-01 3.069960164107131878e-05
1.034068136272544969e+01 -9.729322578223546791e-02 1.159979005235576541e-04
1.038076152304609145e+01 -6.590819802774913749e-02 1.443270180582132930e-04
1.042084168336673322e+01 -3.769136742493846282e-02 1.004563737892847503e-04
1.046092184368737499e+01 -1.300971980284695503e-02 3.683952372029212715e-05
1.050100200400801498e+01 7.808680923394943976e-03 3.961464825019829767e-06
1.054108216432865675e+01 2.448107129193596854e-02 1.623874687056151003e-05
1.058116232464929851e+01 3.677573646216936165e-02 5.167570576347955491e-05
1.062124248496994028e+01 4.451728017339490889e-02 7.383501951799195933e-05
1.066132264529058027e+01 4.759065286782548920e-02 6.008776342137348334e-05
1.070140280561122204e+01 4.594454091260145173e-02 2.134474982408076995e-05
1.074148296593186380e+01 3.959311085117175888e-02 4.409035643728343584e-06
