# time correlation overlap_with_initial
0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00
4.008016032064128098e-02 -9.968055838191409723e-01 9.857143071012891555e-01
8.016032064128256196e-02 -9.872427581431592047e-01 9.440262430695960383e-01
1.202404809619238429e-01 -9.713731355171966175e-01 8.782907207829514507e-01
1.603206412825651239e-01 -9.493008192119649635e-01 7.936192847024782226e-01
2.004008016032063910e-01 -9.211734267486855199e-01 6.962431415023483394e-01
2.404809619238476859e-01 -8.871844522298723001e-01 5.927815222148651308e-01
2.805611222444889807e-01 -8.475749242940900929e-01 4.895243895426818481e-01
3.206412825651302478e-01 -8.026363648864157652e-01 3.918398452634834772e-01
3.607214428857715149e-01 -7.527123865603324582e-01 3.037715645025673150e-01
4.008016032064127820e-01 -6.982012628228403406e-01 2.278636030897112918e-01
4.408817635270541047e-01 -6.395567233983442401e-01 1.651972977606680493e-01
4.809619238476953718e-01 -5.772890620893320612e-01 1.155999793693412853e-01
5.210420841683366389e-01 -5.119643167196923361e-01 7.795926543925206509e-02
5.611222444889779615e-01 -4.442029012249698039e-01 5.057620476499387341e-02
6.012024048096191731e-01 -3.746764307784822834e-01 3.149700309021149364e-02
6.412825651302604957e-01 -3.041031079670666881e-01 1.878224610378933027e-02
6.813627254509018183e-01 -2.332417036386353060e-01 1.069274098081957058e-02
7.214428857715430299e-01 -1.628833370373472533e-01 5.790962421645579755e-03
7.615230460921843525e-01 -9.384252539627523093e-02 2.970779603665379184e-03
8.016032064128255641e-01 -2.694554285647454001e-02 1.436076863156285051e-03
8.416833667334668867e-01 3.698104850874813637e-02 6.499202505075617545e-04
8.817635270541082093e-01 9.712467101078339771e-02 2.731363793452061214e-04
9.218436873747494209e-01 1.526997917745712974e-01 1.054823912354570128e-04
9.619238476953907435e-01 2.029634750135091703e-01 3.691868636068500393e-05
1.002004008016031955e+00 2.472286790302001824e-01 1.149078742214097472e-05
1.042084168336673278e+00 2.848793343322678639e-01 3.095454674126056246e-06
1.082164328657314600e+00 3.153822808567903202e-01 6.926029115084660625e-07
1.122244488977955923e+00 3.382999728678129925e-01 1.201720810676916985e-07
1.162324649298597246e+00 3.532994775810421317e-01 1.416852174110784474e-08
1.202404809619238346e+00 3.601610780168646442e-01 8.078230363566674878e-10
1.242484969939879669e+00 3.587830541021007069e-01 2.259905043495209365e-12
1.282565130260520991e+00 3.491849351595777695e-01 4.163471778609862282e-12
1.322645290581162314e+00 3.315073289653323041e-01 1.755480293166659222e-13
1.362725450901803637e+00 3.060092935938498182e-01 5.389194825726059129e-15
1.402805611222444737e+00 2.730631734303825553e-01 8.147650163214285419e-13
1.442885771543086060e+00 2.331463873371595052e-01 3.283189501007870283e-12
1.482965931863727382e+00 1.868319403957447167e-01 2.149551812367213379e-12
1.523046092184368705e+00 1.347757060405234686e-01 1.291038898228318817e-13
1.563126252505010028e+00 7.770386940183017510e-02 8.126865877248502810e-12
1.603206412825651128e+00 1.639736846574563200e-02 2.474226310160491881e-11
1.643286573146292451e+00 -4.832212186436539436e-02 3.261805434699450632e-11
1.683366733466933773e+00 -1.156086336161268463e-01 2.084260395892974260e-11
1.723446893787575096e+00 -1.846057096201448033e-01 2.799477941521581010e-12
1.763527054108216419e+00 -2.544618194254093524e-01 5.412266846088880561e-12
1.803607214428857741e+00 -3.243425005572160291e-01 4.119594342461709031e-11
1.843687374749498842e+00 -3.934431784664007559e-01 9.328578676996741724e-11
1.883767535070140164e+00 -4.609986278417682604e-01 1.282293478059028879e-10
1.923847695390781487e+00 -5.262921955738248947e-01 1.233624225412570939e-10
1.963927855711422810e+00 -5.886620870744345702e-01 8.367927908288597194e-11
2.004008016032063910e+00 -6.475066781724168052e-01 3.548257557571526679e-11
2.044088176352705233e+00 -7.022876402534901086e-01 5.104751464817473784e-12
2.084168336673346555e+00 -7.525316551243681484e-01 1.467850483777170790e-12
2.124248496993987878e+00 -7.978308441520919336e-01 1.459438954434251165e-11
2.164328657314629201e+00 -8.378416627850313603e-01 2.751015466123419609e-11
2.204408817635270523e+00 -8.722834044798114528e-01 2.960617441385251278e-11
2.244488977955911846e+00 -9.009353116516749527e-01 2.151253445839947261e-11
