# time correlation overlap_with_initial
0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00
4.008016032064128098e-02 -9.967993205916363397e-01 9.857181498763605276e-01
8.016032064128256196e-02 -9.872178248349730012e-01 9.440409541780823144e-01
1.202404809619238429e-01 -9.713174871805766442e-01 8.783214852049283650e-01
1.603206412825651239e-01 -9.492030160519957516e-01 7.936686195606044159e-01
2.004008016032063910e-01 -9.210228896103342944e-01 6.963106129246277032e-01
2.404809619238476859e-01 -8.869717122918505670e-01 5.928639656214075293e-01
2.805611222444889807e-01 -8.472919017603262049e-01 4.896166541248198611e-01
3.206412825651302478e-01 -8.022766178958277150e-01 3.919357343584169429e-01
3.607214428857715149e-01 -7.522714105262425788e-01 3.038649294507757559e-01
4.008016032064127820e-01 -6.976767187575024787e-01 2.279491938842810317e-01
4.408817635270541047e-01 -6.389487382920123748e-01 1.652714065055583548e-01
4.809619238476953718e-01 -5.766004071964320188e-01 1.156606555503814082e-01
5.210420841683366389e-01 -5.112006696026827335e-01 7.800624343906704949e-02
5.611222444889779615e-01 -4.433729342955565200e-01 5.061055370631978995e-02
6.012024048096191731e-01 -3.737919860891579793e-01 3.152065644181641785e-02
6.412825651302604957e-01 -3.031791496181233114e-01 1.879752127600496647e-02
6.813627254509018183e-01 -2.322963531594715303e-01 1.070192865014182003e-02
7.214428857715430299e-01 -1.619376482481986179e-01 5.796058030346390964e-03
7.615230460921843525e-01 -9.292033575605941620e-02 2.973341040590504487e-03
8.016032064128255641e-01 -2.607304588515937591e-02 1.437209551764971659e-03
8.416833667334668867e-01 3.777566050312336499e-02 6.503320480783804629e-04
8.817635270541082093e-01 9.781183450031975812e-02 2.732350669875486821e-04
9.218436873747494209e-01 1.532491315810985411e-01 1.054737310460316372e-04
9.619238476953907435e-01 2.033445950365663502e-01 3.689008512597948133e-05
1.002004008016031955e+00 2.474118807809899956e-01 1.146966809538759767e-05
1.042084168336673278e+00 2.848364991579912520e-01 3.084751162780362313e-06
1.082164328657314600e+00 3.150876683263634237e-01 6.885015767329088668e-07
1.122244488977955923e+00 3.377310957025216331e-01 1.190174389706940800e-07
1.162324649298597246e+00 3.524378745516512645e-01 1.396611117513265933e-08
1.202404809619238346e+00 3.589930710752756160e-01 8.027293590654564319e-10
1.242484969939879669e+00 3.573003809392168439e-01 9.179342560197262266e-12
1.282565130260520991e+00 3.473852867029132430e-01 5.491914792708882443e-12
1.322645290581162314e+00 3.293947378046845342e-01 2.910466753043896477e-13
1.362725450901803637e+00 3.035943795031891823e-01 1.498146040933101460e-14
